repo_name,slice_id,first_commit_num,first_commit,first_state,first_core_commit_num,first_core_commit,starts_as_core,timeline_len,core_occurrence_count,core_commit_nums,core_commits,state_path,timeline
MakeMalware_EthicalHacking,<module>@demo5_downloadAndRunFilesOnTarget.py_slice.py,4,06deb,Core Attack Chain,4,06deb,1,14,14,4;5;6;7;8;9;10;11;12;13;14;15;16;17,06deb;f2561;40c64;b044a;e2fd5;31751;6b7e3;fa6ae;f0f7d;e3fe9;4bc0e;7ad1b;c418d;74015,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,4(06deb):Core Attack Chain -> 5(f2561):Core Attack Chain -> 6(40c64):Core Attack Chain -> 7(b044a):Core Attack Chain -> 8(e2fd5):Core Attack Chain -> 9(31751):Core Attack Chain -> 10(6b7e3):Core Attack Chain -> 11(fa6ae):Core Attack Chain -> 12(f0f7d):Core Attack Chain -> 13(e3fe9):Core Attack Chain -> 14(4bc0e):Core Attack Chain -> 15(7ad1b):Core Attack Chain -> 16(c418d):Core Attack Chain -> 17(74015):Core Attack Chain
Malware,<module>@decrypt.py_slice.py,1,1cd73,Core Attack Chain,1,1cd73,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,1cd73;191eb;1c436;1b6b3;67fd6;c92fb;6299c;ee86b;ebdb7;123bd;f560c;3d6cb,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,1(1cd73):Core Attack Chain -> 2(191eb):Core Attack Chain -> 3(1c436):Core Attack Chain -> 4(1b6b3):Core Attack Chain -> 5(67fd6):Core Attack Chain -> 6(c92fb):Core Attack Chain -> 7(6299c):Core Attack Chain -> 8(ee86b):Core Attack Chain -> 9(ebdb7):Core Attack Chain -> 10(123bd):Core Attack Chain -> 11(f560c):Core Attack Chain -> 12(3d6cb):Core Attack Chain
Malware,<module>@encrypt.py_slice.py,0,efd75,Core Attack Chain,0,efd75,1,13,13,0;1;2;3;4;5;6;7;8;9;10;11;12,efd75;1cd73;191eb;1c436;1b6b3;67fd6;c92fb;6299c;ee86b;ebdb7;123bd;f560c;3d6cb,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,0(efd75):Core Attack Chain -> 1(1cd73):Core Attack Chain -> 2(191eb):Core Attack Chain -> 3(1c436):Core Attack Chain -> 4(1b6b3):Core Attack Chain -> 5(67fd6):Core Attack Chain -> 6(c92fb):Core Attack Chain -> 7(6299c):Core Attack Chain -> 8(ee86b):Core Attack Chain -> 9(ebdb7):Core Attack Chain -> 10(123bd):Core Attack Chain -> 11(f560c):Core Attack Chain -> 12(3d6cb):Core Attack Chain
MirageLink-rat-gui,<body>@builder_clients_data_client_plugins_client_remote_desk.py_slice.py,30,cb51a,Core Attack Chain,30,cb51a,1,1,1,30,cb51a,Core Attack Chain,30(cb51a):Core Attack Chain
MirageLink-rat-gui,<body>@frames_function.py_slice.py,13,0c0f3,Core Attack Chain,13,0c0f3,1,15,15,13;14;15;19;20;21;22;23;24;25;26;27;28;29;30,0c0f3;38efe;7d0ce;cf4ae;16f9f;7a380;ba9e2;b2e6a;b1fa2;13334;7761a;d179f;17166;278a3;cb51a,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,13(0c0f3):Core Attack Chain -> 14(38efe):Core Attack Chain -> 15(7d0ce):Core Attack Chain -> 19(cf4ae):Core Attack Chain -> 20(16f9f):Core Attack Chain -> 21(7a380):Core Attack Chain -> 22(ba9e2):Core Attack Chain -> 23(b2e6a):Core Attack Chain -> 24(b1fa2):Core Attack Chain -> 25(13334):Core Attack Chain -> 26(7761a):Core Attack Chain -> 27(d179f):Core Attack Chain -> 28(17166):Core Attack Chain -> 29(278a3):Core Attack Chain -> 30(cb51a):Core Attack Chain
MirageLink-rat-gui,<body>@frames_plugins_file_manager.py_slice.py,21,7a380,Undetermined,23,b2e6a,0,10,7,23;24;25;26;27;28;29,b2e6a;b1fa2;13334;7761a;d179f;17166;278a3,Undetermined -> Benign -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Benign,21(7a380):Undetermined -> 22(ba9e2):Benign -> 23(b2e6a):Core Attack Chain -> 24(b1fa2):Core Attack Chain -> 25(13334):Core Attack Chain -> 26(7761a):Core Attack Chain -> 27(d179f):Core Attack Chain -> 28(17166):Core Attack Chain -> 29(278a3):Core Attack Chain -> 30(cb51a):Benign
MirageLink-rat-gui,<body>@frames_plugins_remote_tool.py_slice.py,16,b03b0,Core Attack Chain,16,b03b0,1,14,14,16;18;19;20;21;22;23;24;25;26;27;28;29;30,b03b0;1ec14;cf4ae;16f9f;7a380;ba9e2;b2e6a;b1fa2;13334;7761a;d179f;17166;278a3;cb51a,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,16(b03b0):Core Attack Chain -> 18(1ec14):Core Attack Chain -> 19(cf4ae):Core Attack Chain -> 20(16f9f):Core Attack Chain -> 21(7a380):Core Attack Chain -> 22(ba9e2):Core Attack Chain -> 23(b2e6a):Core Attack Chain -> 24(b1fa2):Core Attack Chain -> 25(13334):Core Attack Chain -> 26(7761a):Core Attack Chain -> 27(d179f):Core Attack Chain -> 28(17166):Core Attack Chain -> 29(278a3):Core Attack Chain -> 30(cb51a):Core Attack Chain
MirageLink-rat-gui,<body>@rat_gui.py_slice.py,10,3f1a6,Core Attack Chain,10,3f1a6,1,3,3,10;11;12,3f1a6;e0592;51b32,Core Attack Chain -> Core Attack Chain -> Core Attack Chain,10(3f1a6):Core Attack Chain -> 11(e0592):Core Attack Chain -> 12(51b32):Core Attack Chain
MirageLink-rat-gui,<body>@server_fold_rat_gui.py_slice.py,3,b3c15,Core Attack Chain,3,b3c15,1,7,7,3;4;5;6;7;8;9,b3c15;b79f1;2c888;eee30;445a2;1eab6;c0342,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,3(b3c15):Core Attack Chain -> 4(b79f1):Core Attack Chain -> 5(2c888):Core Attack Chain -> 6(eee30):Core Attack Chain -> 7(445a2):Core Attack Chain -> 8(1eab6):Core Attack Chain -> 9(c0342):Core Attack Chain
MirageLink-rat-gui,<module>@builder_clients_data_client_plugins_client_main.py_slice.py,30,cb51a,Core Attack Chain,30,cb51a,1,1,1,30,cb51a,Core Attack Chain,30(cb51a):Core Attack Chain
MirageLink-rat-gui,<module>@client_fold_modules_main.py_slice.py,0,719c8,Core Attack Chain,0,719c8,1,12,12,0;1;2;3;4;5;6;7;8;9;10;11,719c8;6d2af;a4a85;b3c15;b79f1;2c888;eee30;445a2;1eab6;c0342;3f1a6;e0592,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,0(719c8):Core Attack Chain -> 1(6d2af):Core Attack Chain -> 2(a4a85):Core Attack Chain -> 3(b3c15):Core Attack Chain -> 4(b79f1):Core Attack Chain -> 5(2c888):Core Attack Chain -> 6(eee30):Core Attack Chain -> 7(445a2):Core Attack Chain -> 8(1eab6):Core Attack Chain -> 9(c0342):Core Attack Chain -> 10(3f1a6):Core Attack Chain -> 11(e0592):Core Attack Chain
MirageLink-rat-gui,<module>@rat_gui.py_slice.py,10,3f1a6,Core Attack Chain,10,3f1a6,1,3,3,10;11;12,3f1a6;e0592;51b32,Core Attack Chain -> Core Attack Chain -> Core Attack Chain,10(3f1a6):Core Attack Chain -> 11(e0592):Core Attack Chain -> 12(51b32):Core Attack Chain
MirageLink-rat-gui,<module>@server_fold_rat_gui.py_slice.py,4,b79f1,Core Attack Chain,4,b79f1,1,6,6,4;5;6;7;8;9,b79f1;2c888;eee30;445a2;1eab6;c0342,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,4(b79f1):Core Attack Chain -> 5(2c888):Core Attack Chain -> 6(eee30):Core Attack Chain -> 7(445a2):Core Attack Chain -> 8(1eab6):Core Attack Chain -> 9(c0342):Core Attack Chain
MirageLink-rat-gui,<module>@server_fold_rat_gui2.py_slice.py,9,c0342,Core Attack Chain,9,c0342,1,1,1,9,c0342,Core Attack Chain,9(c0342):Core Attack Chain
MirageLink-rat-gui,<module>@server_gui.py_slice.py,13,0c0f3,Core Attack Chain,13,0c0f3,1,17,11,13;19;22;23;24;25;26;27;28;29;30,0c0f3;cf4ae;ba9e2;b2e6a;b1fa2;13334;7761a;d179f;17166;278a3;cb51a,Core Attack Chain -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Core Attack Chain -> Undetermined -> Undetermined -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,13(0c0f3):Core Attack Chain -> 14(38efe):Undetermined -> 15(7d0ce):Undetermined -> 16(b03b0):Undetermined -> 18(1ec14):Undetermined -> 19(cf4ae):Core Attack Chain -> 20(16f9f):Undetermined -> 21(7a380):Undetermined -> 22(ba9e2):Core Attack Chain -> 23(b2e6a):Core Attack Chain -> 24(b1fa2):Core Attack Chain -> 25(13334):Core Attack Chain -> 26(7761a):Core Attack Chain -> 27(d179f):Core Attack Chain -> 28(17166):Core Attack Chain -> 29(278a3):Core Attack Chain -> 30(cb51a):Core Attack Chain
MirageLink-rat-gui,add_content_to_tabs@rat_gui.py_slice.py,10,3f1a6,Core Attack Chain,10,3f1a6,1,1,1,10,3f1a6,Core Attack Chain,10(3f1a6):Core Attack Chain
MirageLink-rat-gui,create_func_app@rat_gui.py_slice.py,10,3f1a6,Core Attack Chain,10,3f1a6,1,1,1,10,3f1a6,Core Attack Chain,10(3f1a6):Core Attack Chain
NetWorm,<module>@worm.py_slice.py,0,77e84,Benign,3,d0967,0,20,17,3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19,d0967;55399;3c5fc;66ac3;b89cf;77612;97172;02426;8a70e;f9063;10a7d;71d5a;c2499;c0920;e5f98;d583e;9439d,Benign -> Benign -> Benign -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,0(77e84):Benign -> 1(1ae15):Benign -> 2(51679):Benign -> 3(d0967):Core Attack Chain -> 4(55399):Core Attack Chain -> 5(3c5fc):Core Attack Chain -> 6(66ac3):Core Attack Chain -> 7(b89cf):Core Attack Chain -> 8(77612):Core Attack Chain -> 9(97172):Core Attack Chain -> 10(02426):Core Attack Chain -> 11(8a70e):Core Attack Chain -> 12(f9063):Core Attack Chain -> 13(10a7d):Core Attack Chain -> 14(71d5a):Core Attack Chain -> 15(c2499):Core Attack Chain -> 16(c0920):Core Attack Chain -> 17(e5f98):Core Attack Chain -> 18(d583e):Core Attack Chain -> 19(9439d):Core Attack Chain
Python-RAT,<body>@Listen.py_slice.py,0,fc9a2,Core Attack Chain,0,fc9a2,1,3,3,0;1;2,fc9a2;8b6ec;984ea,Core Attack Chain -> Core Attack Chain -> Core Attack Chain,0(fc9a2):Core Attack Chain -> 1(8b6ec):Core Attack Chain -> 2(984ea):Core Attack Chain
Python-RAT,<module>@keylogger.py_slice.py,16,a6753,Core Attack Chain,16,a6753,1,11,11,16;17;18;19;20;21;22;23;24;25;26,a6753;cd427;36c31;32a21;72609;ac63b;43d35;fd5ff;8718d;069e1;be4c1,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,16(a6753):Core Attack Chain -> 17(cd427):Core Attack Chain -> 18(36c31):Core Attack Chain -> 19(32a21):Core Attack Chain -> 20(72609):Core Attack Chain -> 21(ac63b):Core Attack Chain -> 22(43d35):Core Attack Chain -> 23(fd5ff):Core Attack Chain -> 24(8718d):Core Attack Chain -> 25(069e1):Core Attack Chain -> 26(be4c1):Core Attack Chain
Python-Rootkit,<module>@source_downloadFile.py_slice.py,2,d1655,Core Attack Chain,2,d1655,1,4,4,2;3;4;5,d1655;49613;0d4ec;f9a5c,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,2(d1655):Core Attack Chain -> 3(49613):Core Attack Chain -> 4(0d4ec):Core Attack Chain -> 5(f9a5c):Core Attack Chain
Python-Trojan,on_message@main.py_slice.py,13,27671,Core Attack Chain,13,27671,1,30,30,13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42,27671;ca2be;1f06f;d4d71;1878b;af297;114fa;84747;2e587;8cc51;c7f9f;e88fa;3de6c;bad07;c7a42;dbdf0;0c466;cae75;5e20f;a8447;d257a;ebc01;9ebad;c5c00;4ff7f;6ec89;b5094;cfc93;9f8d6;3dc3b,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,13(27671):Core Attack Chain -> 14(ca2be):Core Attack Chain -> 15(1f06f):Core Attack Chain -> 16(d4d71):Core Attack Chain -> 17(1878b):Core Attack Chain -> 18(af297):Core Attack Chain -> 19(114fa):Core Attack Chain -> 20(84747):Core Attack Chain -> 21(2e587):Core Attack Chain -> 22(8cc51):Core Attack Chain -> 23(c7f9f):Core Attack Chain -> 24(e88fa):Core Attack Chain -> 25(3de6c):Core Attack Chain -> 26(bad07):Core Attack Chain -> 27(c7a42):Core Attack Chain -> 28(dbdf0):Core Attack Chain -> 29(0c466):Core Attack Chain -> 30(cae75):Core Attack Chain -> 31(5e20f):Core Attack Chain -> 32(a8447):Core Attack Chain -> 33(d257a):Core Attack Chain -> 34(ebc01):Core Attack Chain -> 35(9ebad):Core Attack Chain -> 36(c5c00):Core Attack Chain -> 37(4ff7f):Core Attack Chain -> 38(6ec89):Core Attack Chain -> 39(b5094):Core Attack Chain -> 40(cfc93):Core Attack Chain -> 41(9f8d6):Core Attack Chain -> 42(3dc3b):Core Attack Chain
Python-Trojan,on_ready@main.py_slice.py,9,a3b3f,Core Attack Chain,9,a3b3f,1,34,34,9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42,a3b3f;ef777;ebfa5;28e72;27671;ca2be;1f06f;d4d71;1878b;af297;114fa;84747;2e587;8cc51;c7f9f;e88fa;3de6c;bad07;c7a42;dbdf0;0c466;cae75;5e20f;a8447;d257a;ebc01;9ebad;c5c00;4ff7f;6ec89;b5094;cfc93;9f8d6;3dc3b,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,9(a3b3f):Core Attack Chain -> 10(ef777):Core Attack Chain -> 11(ebfa5):Core Attack Chain -> 12(28e72):Core Attack Chain -> 13(27671):Core Attack Chain -> 14(ca2be):Core Attack Chain -> 15(1f06f):Core Attack Chain -> 16(d4d71):Core Attack Chain -> 17(1878b):Core Attack Chain -> 18(af297):Core Attack Chain -> 19(114fa):Core Attack Chain -> 20(84747):Core Attack Chain -> 21(2e587):Core Attack Chain -> 22(8cc51):Core Attack Chain -> 23(c7f9f):Core Attack Chain -> 24(e88fa):Core Attack Chain -> 25(3de6c):Core Attack Chain -> 26(bad07):Core Attack Chain -> 27(c7a42):Core Attack Chain -> 28(dbdf0):Core Attack Chain -> 29(0c466):Core Attack Chain -> 30(cae75):Core Attack Chain -> 31(5e20f):Core Attack Chain -> 32(a8447):Core Attack Chain -> 33(d257a):Core Attack Chain -> 34(ebc01):Core Attack Chain -> 35(9ebad):Core Attack Chain -> 36(c5c00):Core Attack Chain -> 37(4ff7f):Core Attack Chain -> 38(6ec89):Core Attack Chain -> 39(b5094):Core Attack Chain -> 40(cfc93):Core Attack Chain -> 41(9f8d6):Core Attack Chain -> 42(3dc3b):Core Attack Chain
Python-malware-example,<body>@C2.py_slice.py,3,9a575,Core Attack Chain,3,9a575,1,1,1,3,9a575,Core Attack Chain,3(9a575):Core Attack Chain
Python-ransomware,<module>@myransomware.py_slice.py,0,b99a2,Benign,1,3cc49,0,8,7,1;2;3;4;5;6;7,3cc49;51e7c;66f40;baf83;517ce;eb661;a9616,Benign -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,0(b99a2):Benign -> 1(3cc49):Core Attack Chain -> 2(51e7c):Core Attack Chain -> 3(66f40):Core Attack Chain -> 4(baf83):Core Attack Chain -> 5(517ce):Core Attack Chain -> 6(eb661):Core Attack Chain -> 7(a9616):Core Attack Chain
PythonMalware_1/PythonMalware,<module>@b2.py_slice.py,6,82162,Core Attack Chain,6,82162,1,1,1,6,82162,Core Attack Chain,6(82162):Core Attack Chain
PythonReverseShellBasic,<module>@ReverseShell_server.py_slice.py,0,a90f3,Undetermined,3,115b5,0,7,4,3;4;5;6,115b5;9c290;891e2;5fe8a,Undetermined -> Undetermined -> Undetermined -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,0(a90f3):Undetermined -> 1(40d25):Undetermined -> 2(a3398):Undetermined -> 3(115b5):Core Attack Chain -> 4(9c290):Core Attack Chain -> 5(891e2):Core Attack Chain -> 6(5fe8a):Core Attack Chain
Python_KeyLogger_Prototype,<module>@test.py_slice.py,4,25ded,Core Attack Chain,4,25ded,1,8,8,4;5;6;7;8;9;10;11,25ded;b01c9;5289f;31447;f1be2;26dfd;610e1;bd512,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,4(25ded):Core Attack Chain -> 5(b01c9):Core Attack Chain -> 6(5289f):Core Attack Chain -> 7(31447):Core Attack Chain -> 8(f1be2):Core Attack Chain -> 9(26dfd):Core Attack Chain -> 10(610e1):Core Attack Chain -> 11(bd512):Core Attack Chain
Python_Malware,<body>@Client.py_slice.py,0,36e07,Core Attack Chain,0,36e07,1,22,5,0;4;5;6;8,36e07;c2d9c;3d3a2;be405;cd8a1,Core Attack Chain -> Undetermined -> Undetermined -> Undetermined -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Benign -> Core Attack Chain -> Undetermined -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign,0(36e07):Core Attack Chain -> 1(94282):Undetermined -> 2(26ec6):Undetermined -> 3(a9c9a):Undetermined -> 4(c2d9c):Core Attack Chain -> 5(3d3a2):Core Attack Chain -> 6(be405):Core Attack Chain -> 7(fe6b8):Benign -> 8(cd8a1):Core Attack Chain -> 9(e43f3):Undetermined -> 10(1adc0):Benign -> 11(8eb41):Benign -> 12(678e6):Benign -> 13(a2c9c):Benign -> 14(1493b):Benign -> 15(4bfde):Benign -> 16(3b0f7):Benign -> 17(a263f):Benign -> 18(4dae7):Benign -> 19(95e44):Benign -> 20(c842d):Benign -> 21(f1354):Benign
Python_Malware,<body>@Malware.py_slice.py,0,36e07,Core Attack Chain,0,36e07,1,5,5,0;1;2;3;4,36e07;94282;26ec6;a9c9a;c2d9c,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,0(36e07):Core Attack Chain -> 1(94282):Core Attack Chain -> 2(26ec6):Core Attack Chain -> 3(a9c9a):Core Attack Chain -> 4(c2d9c):Core Attack Chain
Spyware,<body>@Communication.py_slice.py,11,e9d43,Undetermined,25,3b7d3,0,36,22,25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46,3b7d3;e91fb;2498b;9edb2;8e66b;318c9;e87c6;e5c24;99ba2;5d92e;a240a;3075f;bfadb;d1598;d6c88;dcccc;10f46;1e7ec;a444e;9650a;0b18d;5c8bd,Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,11(e9d43):Undetermined -> 12(c1f3c):Undetermined -> 13(ba54c):Undetermined -> 14(63413):Undetermined -> 15(4ff70):Undetermined -> 16(1d8cd):Undetermined -> 17(7c2d0):Undetermined -> 18(34e7a):Undetermined -> 19(ce1f8):Undetermined -> 20(46db8):Undetermined -> 21(30e5c):Undetermined -> 22(3700c):Undetermined -> 23(5f55f):Undetermined -> 24(93974):Undetermined -> 25(3b7d3):Core Attack Chain -> 26(e91fb):Core Attack Chain -> 27(2498b):Core Attack Chain -> 28(9edb2):Core Attack Chain -> 29(8e66b):Core Attack Chain -> 30(318c9):Core Attack Chain -> 31(e87c6):Core Attack Chain -> 32(e5c24):Core Attack Chain -> 33(99ba2):Core Attack Chain -> 34(5d92e):Core Attack Chain -> 35(a240a):Core Attack Chain -> 36(3075f):Core Attack Chain -> 37(bfadb):Core Attack Chain -> 38(d1598):Core Attack Chain -> 39(d6c88):Core Attack Chain -> 40(dcccc):Core Attack Chain -> 41(10f46):Core Attack Chain -> 42(1e7ec):Core Attack Chain -> 43(a444e):Core Attack Chain -> 44(9650a):Core Attack Chain -> 45(0b18d):Core Attack Chain -> 46(5c8bd):Core Attack Chain
Spyware,<body>@Configuration.py_slice.py,6,21e7f,Core Attack Chain,6,21e7f,1,41,41,6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46,21e7f;47253;3bac0;401eb;132bd;e9d43;c1f3c;ba54c;63413;4ff70;1d8cd;7c2d0;34e7a;ce1f8;46db8;30e5c;3700c;5f55f;93974;3b7d3;e91fb;2498b;9edb2;8e66b;318c9;e87c6;e5c24;99ba2;5d92e;a240a;3075f;bfadb;d1598;d6c88;dcccc;10f46;1e7ec;a444e;9650a;0b18d;5c8bd,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,6(21e7f):Core Attack Chain -> 7(47253):Core Attack Chain -> 8(3bac0):Core Attack Chain -> 9(401eb):Core Attack Chain -> 10(132bd):Core Attack Chain -> 11(e9d43):Core Attack Chain -> 12(c1f3c):Core Attack Chain -> 13(ba54c):Core Attack Chain -> 14(63413):Core Attack Chain -> 15(4ff70):Core Attack Chain -> 16(1d8cd):Core Attack Chain -> 17(7c2d0):Core Attack Chain -> 18(34e7a):Core Attack Chain -> 19(ce1f8):Core Attack Chain -> 20(46db8):Core Attack Chain -> 21(30e5c):Core Attack Chain -> 22(3700c):Core Attack Chain -> 23(5f55f):Core Attack Chain -> 24(93974):Core Attack Chain -> 25(3b7d3):Core Attack Chain -> 26(e91fb):Core Attack Chain -> 27(2498b):Core Attack Chain -> 28(9edb2):Core Attack Chain -> 29(8e66b):Core Attack Chain -> 30(318c9):Core Attack Chain -> 31(e87c6):Core Attack Chain -> 32(e5c24):Core Attack Chain -> 33(99ba2):Core Attack Chain -> 34(5d92e):Core Attack Chain -> 35(a240a):Core Attack Chain -> 36(3075f):Core Attack Chain -> 37(bfadb):Core Attack Chain -> 38(d1598):Core Attack Chain -> 39(d6c88):Core Attack Chain -> 40(dcccc):Core Attack Chain -> 41(10f46):Core Attack Chain -> 42(1e7ec):Core Attack Chain -> 43(a444e):Core Attack Chain -> 44(9650a):Core Attack Chain -> 45(0b18d):Core Attack Chain -> 46(5c8bd):Core Attack Chain
