repo_name,slice_id,chain_type,start_state,timeline_len,has_bu,has_c,has_f,first_core_commit_num,first_full_commit_num,has_full_commit0,state_path,timeline
Python-Rootkit,<module>@source_source.py_slice.py,all_full,Full Attack Chain,6,0,0,1,,0,1,Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,0(49706):Full Attack Chain -> 1(4a56f):Full Attack Chain -> 2(d1655):Full Attack Chain -> 3(49613):Full Attack Chain -> 4(0d4ec):Full Attack Chain -> 5(f9a5c):Full Attack Chain
Python-Rootkit,<module>@source_viRu5_encodeSource.py_slice.py,all_benign_or_undetermined,Undetermined,2,1,0,0,,,0,Undetermined -> Undetermined,6(83d74):Undetermined -> 7(4f617):Undetermined
Python-Rootkit,<module>@source_viRu5_source.py_slice.py,all_full,Full Attack Chain,2,0,0,1,,6,0,Full Attack Chain -> Full Attack Chain,6(83d74):Full Attack Chain -> 7(4f617):Full Attack Chain
Python-Rootkit,<module>@viRu5_encodeSource.py_slice.py,all_benign_or_undetermined,Undetermined,3,1,0,0,,,0,Undetermined -> Undetermined -> Undetermined,8(06c25):Undetermined -> 9(a93e9):Undetermined -> 10(0c7c9):Undetermined
Python-Rootkit,<module>@viRu5_source.py_slice.py,all_full,Full Attack Chain,3,0,0,1,,8,0,Full Attack Chain -> Full Attack Chain -> Full Attack Chain,8(06c25):Full Attack Chain -> 9(a93e9):Full Attack Chain -> 10(0c7c9):Full Attack Chain
Python-Trojan,<module>@main.py_slice.py,benign_or_undetermined_to_full,Undetermined,42,1,0,1,,6,0,Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,1(b2089):Undetermined -> 2(44b19):Undetermined -> 3(94f78):Undetermined -> 4(f101c):Undetermined -> 5(46687):Undetermined -> 6(f2c0d):Full Attack Chain -> 7(66103):Full Attack Chain -> 8(4707e):Full Attack Chain -> 9(a3b3f):Full Attack Chain -> 10(ef777):Full Attack Chain -> 11(ebfa5):Full Attack Chain -> 12(28e72):Full Attack Chain -> 13(27671):Full Attack Chain -> 14(ca2be):Full Attack Chain -> 15(1f06f):Full Attack Chain -> 16(d4d71):Full Attack Chain -> 17(1878b):Full Attack Chain -> 18(af297):Full Attack Chain -> 19(114fa):Full Attack Chain -> 20(84747):Full Attack Chain -> 21(2e587):Full Attack Chain -> 22(8cc51):Full Attack Chain -> 23(c7f9f):Full Attack Chain -> 24(e88fa):Full Attack Chain -> 25(3de6c):Full Attack Chain -> 26(bad07):Full Attack Chain -> 27(c7a42):Full Attack Chain -> 28(dbdf0):Full Attack Chain -> 29(0c466):Full Attack Chain -> 30(cae75):Full Attack Chain -> 31(5e20f):Full Attack Chain -> 32(a8447):Full Attack Chain -> 33(d257a):Full Attack Chain -> 34(ebc01):Full Attack Chain -> 35(9ebad):Full Attack Chain -> 36(c5c00):Full Attack Chain -> 37(4ff7f):Full Attack Chain -> 38(6ec89):Full Attack Chain -> 39(b5094):Full Attack Chain -> 40(cfc93):Full Attack Chain -> 41(9f8d6):Full Attack Chain -> 42(3dc3b):Full Attack Chain
Python-Trojan,on_message@main.py_slice.py,all_core,Core Attack Chain,30,0,1,0,13,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,13(27671):Core Attack Chain -> 14(ca2be):Core Attack Chain -> 15(1f06f):Core Attack Chain -> 16(d4d71):Core Attack Chain -> 17(1878b):Core Attack Chain -> 18(af297):Core Attack Chain -> 19(114fa):Core Attack Chain -> 20(84747):Core Attack Chain -> 21(2e587):Core Attack Chain -> 22(8cc51):Core Attack Chain -> 23(c7f9f):Core Attack Chain -> 24(e88fa):Core Attack Chain -> 25(3de6c):Core Attack Chain -> 26(bad07):Core Attack Chain -> 27(c7a42):Core Attack Chain -> 28(dbdf0):Core Attack Chain -> 29(0c466):Core Attack Chain -> 30(cae75):Core Attack Chain -> 31(5e20f):Core Attack Chain -> 32(a8447):Core Attack Chain -> 33(d257a):Core Attack Chain -> 34(ebc01):Core Attack Chain -> 35(9ebad):Core Attack Chain -> 36(c5c00):Core Attack Chain -> 37(4ff7f):Core Attack Chain -> 38(6ec89):Core Attack Chain -> 39(b5094):Core Attack Chain -> 40(cfc93):Core Attack Chain -> 41(9f8d6):Core Attack Chain -> 42(3dc3b):Core Attack Chain
Python-Trojan,on_ready@main.py_slice.py,all_core,Core Attack Chain,34,0,1,0,9,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,9(a3b3f):Core Attack Chain -> 10(ef777):Core Attack Chain -> 11(ebfa5):Core Attack Chain -> 12(28e72):Core Attack Chain -> 13(27671):Core Attack Chain -> 14(ca2be):Core Attack Chain -> 15(1f06f):Core Attack Chain -> 16(d4d71):Core Attack Chain -> 17(1878b):Core Attack Chain -> 18(af297):Core Attack Chain -> 19(114fa):Core Attack Chain -> 20(84747):Core Attack Chain -> 21(2e587):Core Attack Chain -> 22(8cc51):Core Attack Chain -> 23(c7f9f):Core Attack Chain -> 24(e88fa):Core Attack Chain -> 25(3de6c):Core Attack Chain -> 26(bad07):Core Attack Chain -> 27(c7a42):Core Attack Chain -> 28(dbdf0):Core Attack Chain -> 29(0c466):Core Attack Chain -> 30(cae75):Core Attack Chain -> 31(5e20f):Core Attack Chain -> 32(a8447):Core Attack Chain -> 33(d257a):Core Attack Chain -> 34(ebc01):Core Attack Chain -> 35(9ebad):Core Attack Chain -> 36(c5c00):Core Attack Chain -> 37(4ff7f):Core Attack Chain -> 38(6ec89):Core Attack Chain -> 39(b5094):Core Attack Chain -> 40(cfc93):Core Attack Chain -> 41(9f8d6):Core Attack Chain -> 42(3dc3b):Core Attack Chain
Python-malware-example,<body>@C2.py_slice.py,all_core,Core Attack Chain,1,0,1,0,3,,0,Core Attack Chain,3(9a575):Core Attack Chain
Python-malware-example,<module>@PME.py_slice.py,all_full,Full Attack Chain,2,0,0,1,,2,0,Full Attack Chain -> Full Attack Chain,2(1901b):Full Attack Chain -> 3(9a575):Full Attack Chain
Python-malware-example,<module>@menu.py_slice.py,all_benign_or_undetermined,Benign,1,1,0,0,,,0,Benign,0(ea34d):Benign
Python-ransomware,<body>@encrypt_file.py_slice.py,benign_or_undetermined_only,Benign,8,1,0,0,,,0,Benign -> Benign -> Benign -> Benign -> Undetermined -> Undetermined -> Undetermined -> Benign,0(b99a2):Benign -> 1(3cc49):Benign -> 2(51e7c):Benign -> 3(66f40):Benign -> 4(baf83):Undetermined -> 5(517ce):Undetermined -> 6(eb661):Undetermined -> 7(a9616):Benign
Python-ransomware,<module>@files_finder.py_slice.py,all_benign_or_undetermined,Undetermined,3,1,0,0,,,0,Undetermined -> Undetermined -> Undetermined,5(517ce):Undetermined -> 6(eb661):Undetermined -> 7(a9616):Undetermined
Python-ransomware,<module>@myransomware.py_slice.py,benign_or_undetermined_to_core,Benign,8,1,1,0,1,,0,Benign -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,0(b99a2):Benign -> 1(3cc49):Core Attack Chain -> 2(51e7c):Core Attack Chain -> 3(66f40):Core Attack Chain -> 4(baf83):Core Attack Chain -> 5(517ce):Core Attack Chain -> 6(eb661):Core Attack Chain -> 7(a9616):Core Attack Chain
PythonMalware_1/PythonMalware,<body>@malwareclient.py_slice.py,all_full,Full Attack Chain,4,0,0,1,,3,0,Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,3(d37f7):Full Attack Chain -> 4(1a793):Full Attack Chain -> 5(19982):Full Attack Chain -> 6(82162):Full Attack Chain
PythonMalware_1/PythonMalware,<body>@malwarecontrol.py_slice.py,all_full,Full Attack Chain,7,0,0,1,,0,1,Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,0(a30d9):Full Attack Chain -> 1(3dd9f):Full Attack Chain -> 2(4f24c):Full Attack Chain -> 3(d37f7):Full Attack Chain -> 4(1a793):Full Attack Chain -> 5(19982):Full Attack Chain -> 6(82162):Full Attack Chain
PythonMalware_1/PythonMalware,<fakeNew>@mainMenu.py_slice.py,all_benign_or_undetermined,Undetermined,6,1,0,0,,,0,Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined,1(3dd9f):Undetermined -> 2(4f24c):Undetermined -> 3(d37f7):Undetermined -> 4(1a793):Undetermined -> 5(19982):Undetermined -> 6(82162):Undetermined
PythonMalware_1/PythonMalware,<fakeNew>@malwarecontrol.py_slice.py,all_benign_or_undetermined,Undetermined,7,1,0,0,,,0,Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined,0(a30d9):Undetermined -> 1(3dd9f):Undetermined -> 2(4f24c):Undetermined -> 3(d37f7):Undetermined -> 4(1a793):Undetermined -> 5(19982):Undetermined -> 6(82162):Undetermined
PythonMalware_1/PythonMalware,<module>@b2.py_slice.py,all_core,Core Attack Chain,1,0,1,0,6,,0,Core Attack Chain,6(82162):Core Attack Chain
PythonMalware_1/PythonMalware,<module>@malwarecontrol.py_slice.py,all_full,Full Attack Chain,7,0,0,1,,0,1,Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,0(a30d9):Full Attack Chain -> 1(3dd9f):Full Attack Chain -> 2(4f24c):Full Attack Chain -> 3(d37f7):Full Attack Chain -> 4(1a793):Full Attack Chain -> 5(19982):Full Attack Chain -> 6(82162):Full Attack Chain
PythonMalware_1/PythonMalware,<module>@packing_launcher.py_slice.py,all_benign_or_undetermined,Undetermined,3,1,0,0,,,0,Undetermined -> Undetermined -> Undetermined,4(1a793):Undetermined -> 5(19982):Undetermined -> 6(82162):Undetermined
PythonReverseShellBasic,<module>@ReverseShell_client.py_slice.py,core_to_full_no_bu,Core Attack Chain,3,0,1,1,4,5,0,Core Attack Chain -> Full Attack Chain -> Full Attack Chain,4(9c290):Core Attack Chain -> 5(891e2):Full Attack Chain -> 6(5fe8a):Full Attack Chain
PythonReverseShellBasic,<module>@ReverseShell_server.py_slice.py,benign_or_undetermined_to_core,Undetermined,7,1,1,0,3,,0,Undetermined -> Undetermined -> Undetermined -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,0(a90f3):Undetermined -> 1(40d25):Undetermined -> 2(a3398):Undetermined -> 3(115b5):Core Attack Chain -> 4(9c290):Core Attack Chain -> 5(891e2):Core Attack Chain -> 6(5fe8a):Core Attack Chain
PythonVirusExamples,<module>@ChromeLogger.py_slice.py,core_to_full_no_bu,Core Attack Chain,3,0,1,1,0,1,0,Core Attack Chain -> Full Attack Chain -> Full Attack Chain,0(f266f):Core Attack Chain -> 1(1f06e):Full Attack Chain -> 2(7c4ab):Full Attack Chain
Python_KeyLogger_Prototype,<module>@KYLR.py_slice.py,full_then_core_no_bu,Full Attack Chain,12,0,1,1,1,0,1,Full Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,0(d9b6c):Full Attack Chain -> 1(3e192):Core Attack Chain -> 2(381d9):Core Attack Chain -> 3(41ebc):Core Attack Chain -> 4(25ded):Core Attack Chain -> 5(b01c9):Core Attack Chain -> 6(5289f):Full Attack Chain -> 7(31447):Full Attack Chain -> 8(f1be2):Full Attack Chain -> 9(26dfd):Full Attack Chain -> 10(610e1):Full Attack Chain -> 11(bd512):Full Attack Chain
Python_KeyLogger_Prototype,<module>@test.py_slice.py,all_core,Core Attack Chain,8,0,1,0,4,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,4(25ded):Core Attack Chain -> 5(b01c9):Core Attack Chain -> 6(5289f):Core Attack Chain -> 7(31447):Core Attack Chain -> 8(f1be2):Core Attack Chain -> 9(26dfd):Core Attack Chain -> 10(610e1):Core Attack Chain -> 11(bd512):Core Attack Chain
Python_Malware,<body>@Client.py_slice.py,benign_or_undetermined_to_core,Core Attack Chain,22,1,1,0,0,,0,Core Attack Chain -> Undetermined -> Undetermined -> Undetermined -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Benign -> Core Attack Chain -> Undetermined -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign,0(36e07):Core Attack Chain -> 1(94282):Undetermined -> 2(26ec6):Undetermined -> 3(a9c9a):Undetermined -> 4(c2d9c):Core Attack Chain -> 5(3d3a2):Core Attack Chain -> 6(be405):Core Attack Chain -> 7(fe6b8):Benign -> 8(cd8a1):Core Attack Chain -> 9(e43f3):Undetermined -> 10(1adc0):Benign -> 11(8eb41):Benign -> 12(678e6):Benign -> 13(a2c9c):Benign -> 14(1493b):Benign -> 15(4bfde):Benign -> 16(3b0f7):Benign -> 17(a263f):Benign -> 18(4dae7):Benign -> 19(95e44):Benign -> 20(c842d):Benign -> 21(f1354):Benign
Python_Malware,<body>@Malware.py_slice.py,all_core,Core Attack Chain,5,0,1,0,0,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,0(36e07):Core Attack Chain -> 1(94282):Core Attack Chain -> 2(26ec6):Core Attack Chain -> 3(a9c9a):Core Attack Chain -> 4(c2d9c):Core Attack Chain
Python_Malware,<module>@Client.py_slice.py,all_full,Full Attack Chain,22,0,0,1,,0,1,Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,0(36e07):Full Attack Chain -> 1(94282):Full Attack Chain -> 2(26ec6):Full Attack Chain -> 3(a9c9a):Full Attack Chain -> 4(c2d9c):Full Attack Chain -> 5(3d3a2):Full Attack Chain -> 6(be405):Full Attack Chain -> 7(fe6b8):Full Attack Chain -> 8(cd8a1):Full Attack Chain -> 9(e43f3):Full Attack Chain -> 10(1adc0):Full Attack Chain -> 11(8eb41):Full Attack Chain -> 12(678e6):Full Attack Chain -> 13(a2c9c):Full Attack Chain -> 14(1493b):Full Attack Chain -> 15(4bfde):Full Attack Chain -> 16(3b0f7):Full Attack Chain -> 17(a263f):Full Attack Chain -> 18(4dae7):Full Attack Chain -> 19(95e44):Full Attack Chain -> 20(c842d):Full Attack Chain -> 21(f1354):Full Attack Chain
Python_Malware,<module>@Malware.py_slice.py,all_full,Full Attack Chain,22,0,0,1,,0,1,Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,0(36e07):Full Attack Chain -> 1(94282):Full Attack Chain -> 2(26ec6):Full Attack Chain -> 3(a9c9a):Full Attack Chain -> 4(c2d9c):Full Attack Chain -> 5(3d3a2):Full Attack Chain -> 6(be405):Full Attack Chain -> 7(fe6b8):Full Attack Chain -> 8(cd8a1):Full Attack Chain -> 9(e43f3):Full Attack Chain -> 10(1adc0):Full Attack Chain -> 11(8eb41):Full Attack Chain -> 12(678e6):Full Attack Chain -> 13(a2c9c):Full Attack Chain -> 14(1493b):Full Attack Chain -> 15(4bfde):Full Attack Chain -> 16(3b0f7):Full Attack Chain -> 17(a263f):Full Attack Chain -> 18(4dae7):Full Attack Chain -> 19(95e44):Full Attack Chain -> 20(c842d):Full Attack Chain -> 21(f1354):Full Attack Chain
ScaryMalware,<module>@Malware.py_slice.py,all_full,Full Attack Chain,2,0,0,1,,1,0,Full Attack Chain -> Full Attack Chain,1(57d43):Full Attack Chain -> 2(702da):Full Attack Chain
ScaryMalware,<module>@malware.py_slice.py,benign_or_undetermined_to_full,Benign,9,1,0,1,,3,0,Benign -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,0(b54b5):Benign -> 3(d3e8c):Full Attack Chain -> 4(e22de):Full Attack Chain -> 5(c5ff7):Full Attack Chain -> 6(2e6cf):Full Attack Chain -> 7(2c725):Full Attack Chain -> 8(3b2cc):Full Attack Chain -> 9(06075):Full Attack Chain -> 10(36f13):Full Attack Chain
Spyware,<body>@Communication.py_slice.py,benign_or_undetermined_to_core,Undetermined,36,1,1,0,25,,0,Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,11(e9d43):Undetermined -> 12(c1f3c):Undetermined -> 13(ba54c):Undetermined -> 14(63413):Undetermined -> 15(4ff70):Undetermined -> 16(1d8cd):Undetermined -> 17(7c2d0):Undetermined -> 18(34e7a):Undetermined -> 19(ce1f8):Undetermined -> 20(46db8):Undetermined -> 21(30e5c):Undetermined -> 22(3700c):Undetermined -> 23(5f55f):Undetermined -> 24(93974):Undetermined -> 25(3b7d3):Core Attack Chain -> 26(e91fb):Core Attack Chain -> 27(2498b):Core Attack Chain -> 28(9edb2):Core Attack Chain -> 29(8e66b):Core Attack Chain -> 30(318c9):Core Attack Chain -> 31(e87c6):Core Attack Chain -> 32(e5c24):Core Attack Chain -> 33(99ba2):Core Attack Chain -> 34(5d92e):Core Attack Chain -> 35(a240a):Core Attack Chain -> 36(3075f):Core Attack Chain -> 37(bfadb):Core Attack Chain -> 38(d1598):Core Attack Chain -> 39(d6c88):Core Attack Chain -> 40(dcccc):Core Attack Chain -> 41(10f46):Core Attack Chain -> 42(1e7ec):Core Attack Chain -> 43(a444e):Core Attack Chain -> 44(9650a):Core Attack Chain -> 45(0b18d):Core Attack Chain -> 46(5c8bd):Core Attack Chain
Spyware,<body>@Configuration.py_slice.py,all_core,Core Attack Chain,41,0,1,0,6,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,6(21e7f):Core Attack Chain -> 7(47253):Core Attack Chain -> 8(3bac0):Core Attack Chain -> 9(401eb):Core Attack Chain -> 10(132bd):Core Attack Chain -> 11(e9d43):Core Attack Chain -> 12(c1f3c):Core Attack Chain -> 13(ba54c):Core Attack Chain -> 14(63413):Core Attack Chain -> 15(4ff70):Core Attack Chain -> 16(1d8cd):Core Attack Chain -> 17(7c2d0):Core Attack Chain -> 18(34e7a):Core Attack Chain -> 19(ce1f8):Core Attack Chain -> 20(46db8):Core Attack Chain -> 21(30e5c):Core Attack Chain -> 22(3700c):Core Attack Chain -> 23(5f55f):Core Attack Chain -> 24(93974):Core Attack Chain -> 25(3b7d3):Core Attack Chain -> 26(e91fb):Core Attack Chain -> 27(2498b):Core Attack Chain -> 28(9edb2):Core Attack Chain -> 29(8e66b):Core Attack Chain -> 30(318c9):Core Attack Chain -> 31(e87c6):Core Attack Chain -> 32(e5c24):Core Attack Chain -> 33(99ba2):Core Attack Chain -> 34(5d92e):Core Attack Chain -> 35(a240a):Core Attack Chain -> 36(3075f):Core Attack Chain -> 37(bfadb):Core Attack Chain -> 38(d1598):Core Attack Chain -> 39(d6c88):Core Attack Chain -> 40(dcccc):Core Attack Chain -> 41(10f46):Core Attack Chain -> 42(1e7ec):Core Attack Chain -> 43(a444e):Core Attack Chain -> 44(9650a):Core Attack Chain -> 45(0b18d):Core Attack Chain -> 46(5c8bd):Core Attack Chain
Spyware,<body>@FileHandler.py_slice.py,benign_or_undetermined_only,Undetermined,6,1,0,0,,,0,Undetermined -> Undetermined -> Benign -> Benign -> Benign -> Undetermined,0(2ee4e):Undetermined -> 1(84840):Undetermined -> 2(7952d):Benign -> 3(53c4a):Benign -> 4(289d2):Benign -> 5(d5db4):Undetermined
Spyware,<body>@Malware.py_slice.py,all_core,Core Attack Chain,42,0,1,0,5,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,5(d5db4):Core Attack Chain -> 6(21e7f):Core Attack Chain -> 7(47253):Core Attack Chain -> 8(3bac0):Core Attack Chain -> 9(401eb):Core Attack Chain -> 10(132bd):Core Attack Chain -> 11(e9d43):Core Attack Chain -> 12(c1f3c):Core Attack Chain -> 13(ba54c):Core Attack Chain -> 14(63413):Core Attack Chain -> 15(4ff70):Core Attack Chain -> 16(1d8cd):Core Attack Chain -> 17(7c2d0):Core Attack Chain -> 18(34e7a):Core Attack Chain -> 19(ce1f8):Core Attack Chain -> 20(46db8):Core Attack Chain -> 21(30e5c):Core Attack Chain -> 22(3700c):Core Attack Chain -> 23(5f55f):Core Attack Chain -> 24(93974):Core Attack Chain -> 25(3b7d3):Core Attack Chain -> 26(e91fb):Core Attack Chain -> 27(2498b):Core Attack Chain -> 28(9edb2):Core Attack Chain -> 29(8e66b):Core Attack Chain -> 30(318c9):Core Attack Chain -> 31(e87c6):Core Attack Chain -> 32(e5c24):Core Attack Chain -> 33(99ba2):Core Attack Chain -> 34(5d92e):Core Attack Chain -> 35(a240a):Core Attack Chain -> 36(3075f):Core Attack Chain -> 37(bfadb):Core Attack Chain -> 38(d1598):Core Attack Chain -> 39(d6c88):Core Attack Chain -> 40(dcccc):Core Attack Chain -> 41(10f46):Core Attack Chain -> 42(1e7ec):Core Attack Chain -> 43(a444e):Core Attack Chain -> 44(9650a):Core Attack Chain -> 45(0b18d):Core Attack Chain -> 46(5c8bd):Core Attack Chain
Spyware,<body>@Screenshot.py_slice.py,benign_or_undetermined_to_core,Undetermined,5,1,1,0,5,,0,Undetermined -> Undetermined -> Undetermined -> Undetermined -> Core Attack Chain,0(2ee4e):Undetermined -> 1(84840):Undetermined -> 2(7952d):Undetermined -> 3(53c4a):Undetermined -> 5(d5db4):Core Attack Chain
